species,toes,date,sex,svl,tl,rtl_orig,mass,paint.mark,location,meters,newRecap,painted,misc,vial,year,rtl,autotomized,new.recap_orig,sighting,review_sex,review_species,review_painted,review_new.recap,review_rtl,forceMale,forceFemale,forceRecap,forceNew,forceSighting,drop_species,drop_morphometrics,tl_svl,mass_svl,year_diff,svl_diff,earliestSighting,liznumber
j,5-10-13-16,2000-03-19,m,72.0,75.0,37.0,9.3,r72c,pine xing,,recap,,shed since last recapture  ,nan,2000.0,37.0,autotomized,recap,,True,False,False,False,False,False,False,False,False,False,False,False,1.0416666666666667,0.12916666666666668,0,0.0,2000-03-19,843
j,10-14-20,2000-03-19,f,56.0,78.0,0.0,5.5,r73c,wall v wall v pine xing,,new,,,nan,2000.0,0.0,intact,new,,True,False,False,False,False,False,False,False,False,False,False,False,1.3928571428571428,0.09821428571428571,0,0.0,2000-03-19,116
j,1-9-13-16,2000-03-19,f,50.0,76.0,0.0,6.5,r27c,wall at H5,,recap,,[remarked to 1-9-13-16 on 19III00 (see 17III00 and 9VII99) since 1-13-16 was used 2x],nan,2000.0,0.0,intact,recap,,True,False,False,False,False,False,False,False,False,False,False,False,1.52,0.13,0,0.0,2000-03-18,95
j,10-15-19,2000-03-20,m,62.0,81.0,0.0,7.5,r74c,root xing,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3064516129032258,0.12096774193548387,0,0.0,2000-03-20,622
j,10-16,2000-03-20,f,58.0,58.0,-1.0,6.7,r75c,root xing,,,,,nan,2000.0,0.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.0,0.11551724137931035,0,0.0,2000-03-20,120
j,1-6-13-17,2000-03-20,f,55.0,73.0,0.0,5.5,r77c, 5m^2falls on left slope,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3272727272727274,0.1,0,0.0,2000-03-20,56
j,1-6-14-17,2000-03-20,f,62.0,80.0,0.0,8.4,r79c,wall rt side .5m^root xing,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.2903225806451613,0.13548387096774195,0,0.0,2000-03-20,59
j,5-10-11-16,2000-03-20,m,81.0,93.0,55.0,15.5,r76c, 2falls,,,,,nan,2000.0,55.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.1481481481481481,0.19135802469135801,0,0.0,2000-03-20,842
j,5-10-11-19,2000-03-20,f,65.0,83.0,0.0,9.0,r78c,H4 [hole in wall ~.5m above sb],,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.2769230769230768,0.13846153846153847,0,0.0,2000-03-20,376
j,10-13-16,2000-03-23,m,64.0,80.0,0.0,7.5,r84c, 2m ^ rt xing,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.25,0.1171875,0,0.0,2000-03-23,615
