,species,toes,date,sex,svl,tl,rtl_orig,mass,paint.mark,location,meters,new.recap,painted,misc,vial,year,rtl,autotomized,new.recap_orig,sighting,review_sex,review_species,review_painted,review_new.recap,review_rtl,forceMale,forceFemale,forceRecap,forceNew,forceSighting,drop_species,drop_morphometrics,tl_svl,mass_svl
95,j,4-6-15-20,2000-03-24,m,,,,,r49c,Rs opp 2tripleR,,,,,nan,2000.0,,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,True,,
103,j,1-9-13-18,2000-03-25,,,,,,r8c,juniper xing [note: in 00 pine xing = juniper xing],,,,,nan,2000.0,,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,True,,
104,j,1-9-13-19,2000-03-25,,,,,,r18c,sb at slab,,,,,nan,2000.0,,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,True,,
184,j,2-5-16,2000-07-07,m,,,,,o17a,pineR,,,,,nan,2000.0,,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,True,,
222,j,,2001-03-18,,,,,,w35a,slab,262,,,,w35a - not shed since last time marked,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
236,j,,2001-03-19,,,,,,w^a,,,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
237,j,,2001-03-19,,,,,,w^b,,,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
238,j,,2001-03-19,,,,,,w..a,,,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
239,j,,2001-03-19,,,,,,w=a,,,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
240,j,,2001-03-19,,,,,,w|c,,,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
241,j,,2001-03-19,,,,,,w.c,,,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
242,j,,2001-03-19,,,,,,w|a,,,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
243,j,,2001-03-19,,,,,,w+a,,,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
244,j,,2001-03-19,,,,,,w=c,,,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
253,j,,2001-03-19,,,,,,w^a,sb 10m v top o site,445,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
255,j,,2001-03-19,,,,,,w++b,pyramid R,373,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
258,j,,2001-03-19,,,,,,w+b,L opp 2tripleR,335,,,,wOa and w+b displaying to one another,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
261,j,,2001-03-19,,,,,,w=c,CC/CCC,240,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
262,j,1-13-20,2001-03-19,,,,,,w46c,1falls,1,,,,unshed since last summer; toes based on paint mark; did not capture,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
276,j,,2001-03-20,,,,,,w..b,r wall on left v tree and cave trail,20,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
277,j,,2001-03-20,,,,,,w..c,r wall v r wall v juniper xing,85,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
278,j,,2001-03-20,,,,,,w|b,r wall v r wall v juniper xing,85,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
279,j,,2001-03-20,,,,,,w.b,r wall v juniper xing,113,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
280,j,,2001-03-20,,,,,,w-c,r wall v juniper xing,113,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
281,j,,2001-03-20,,,,,,w:a,r wall v juniper xing,113,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
282,j,,2001-03-20,,,,,,w-a,r wall v juniper xing,113,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
283,j,,2001-03-20,,,,,,wOb,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
284,j,,2001-03-20,,,,,,w+a,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
285,j,,2001-03-20,,,,,,wTa,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
286,j,,2001-03-20,,,,,,w=c,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
287,j,,2001-03-20,,,,,,wvb,Rs rt 2falls,390,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
288,j,,2001-03-20,,,,,,wZb,Rs rt 2falls,390,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
289,j,,2001-03-20,,,,,,w^a,oak R,418,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
290,j,,2001-03-20,,,,,,w+c,pool,380,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
291,j,,2001-03-20,,,,,,w+b,Rs opp and 3m ^2tripleR,338,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
292,j,,2001-03-20,,,,,,wTc,sb 10m v 2tripleR,325,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
293,j,,2001-03-20,,,,,,w++a,R rt 1tripleR,302,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
294,j,,2001-03-20,,,,,,w35a,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
295,j,,2001-03-20,,,,,,wTa,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
296,j,,2001-03-20,,,,,,wOb,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
297,j,,2001-03-20,,,,,,w=b,CC/CCC,240,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
298,j,,2001-03-20,,,,,,w8a,sb @ juniper xing,115,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
299,j,,2001-03-20,,,,,,w|b,r wall v r wall v juniper xing,85,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
301,j,,2001-03-21,,,,,,w-b,sb 7m v juniper xing,108,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
302,j,,2001-03-21,,,,,,w|a,wall at juniper xing,115,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
303,j,,2001-03-21,,,,,,w|b,r wall v r wall v juniper xing,85,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
304,j,,2001-03-21,,,,,,w^c,crack btwn H4 and H5,198,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
305,j,,2001-03-21,,,,,,w.b,crack btwn H4 and H5,198,,,,caught to check toes 2-6-11-18 SVL 82-110-0; this female has moved from juniper xing on 18III01; 85m away!,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
306,j,,2001-03-21,,,,,,wTa,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
308,j,,2001-03-21,,,,,,wOa,talus,322,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
309,j,,2001-03-21,,,,,,w||a,pool,380,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
310,j,,2001-03-21,,,,,,wZb,Rs rt 2falls,390,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
311,j,,2001-03-21,,,,,,wvb,oak R,418,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
312,j,,2001-03-21,,,,,,wvc,oak R,418,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
314,j,,2001-03-21,,,,,,w++a,2falls,390,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
318,j,,2001-03-21,,,,,,w=c,opp slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
319,j,,2001-03-21,,,,,,wOc,Rs at root xing next to juniper,160,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
320,j,,2001-03-22,,,,,,w|b,r wall v r wall v juniper xing,85,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
321,j,,2001-03-22,,,,,,w-c,sb 7m v juniper xing,108,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
322,j,,2001-03-22,,,,,,w|a,wall @ juniper xing,115,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
323,j,,2001-03-22,,,,,,w.b,btwn H4 and H5,200,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
324,j,,2001-03-22,,,,,,w:b,btwn H4 and H5,200,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
325,j,,2001-03-22,,,,,,w=b,2m v CC/CCC,235,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
326,j,5-9-15-18,2001-03-22,,,,,,w35a,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
327,j,,2001-03-22,,,,,,wTa,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
328,j,,2001-03-22,,,,,,w=c,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
329,j,,2001-03-22,,,,,,?,wall just v chute ~5m up (too high to catch),348,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
330,j,,2001-03-22,,,,,,w<c,bent over juniper at bottom wall v chute across from 2tripleR,335,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
331,j,,2001-03-22,,,,,,wWb,pool,380,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
333,j,,2001-03-22,,,,,,w<b,pool,380,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
334,j,,2001-03-22,,,,,,wZb,2falls,390,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
335,j,,2001-03-22,,,,,,w<a,Rs opp pine R,408,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
336,j,,2001-03-22,,,,,,wVc,oak R,418,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
337,j,,2001-03-22,,,,,,wVb,oak R,418,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
338,j,,2001-03-22,,,,,,w^a,sb 8m ^ oak R,426,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
339,j,,2001-03-22,,,,,,w++b,pyramid R,375,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
341,j,,2001-03-22,,,,,,wVc,oak R,418,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
342,j,,2001-03-22,,,,,,wZb,2falls,390,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
343,j,,2001-03-22,,,,,,wXb,pyramid R,375,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
344,j,,2001-03-22,,,,,,w<c,R @ base talus,324,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
345,j,,2001-03-22,,,,,,w2vc.t,top s curve,280,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
346,j,,2001-03-22,,,,,,wOb,Rs opp slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
347,j,,2001-03-22,,,,,,w35a,Rs opp slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
349,j,,2001-03-22,,,,,,w:b,H5,202,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
350,j,,2001-03-22,,,,,,w.b,btwn H4 and H5,200,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
352,j,,2001-03-22,,,,,,w^c,btwn H3 and H4,185,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
354,j,,2001-03-22,,,,,,w.a,wall just v juniper xing,113,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
355,j,,2001-03-22,,,,,,w|b,r wall v r wall v juniper xing,85,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
356,j,,2001-03-23,,,,,,w46c,1falls,0,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
357,j,2-6-13-20,2001-03-23,f,,,,,?,bottom R wall v cave trail,30,,,,"could read toes 6,13 for certain; toe 2 uncertain and didn't see 20 but this is the only right-sized female who could possible fit! Originally caught in July 1998, sb 20m ^ cave trail.",2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
359,j,,2001-03-23,,,,,,w8a,sb @ juniper xing,115,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
360,j,,2001-03-23,,,,,,w.a,r wall @ juniper xing,115,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
361,j,,2001-03-23,,,,,,w^c,H3,177,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
362,j,,2001-03-23,,,,,,w.b,H4.5,200,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
363,j,,2001-03-23,,,,,,w:b,H4.5,200,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
364,j,,2001-03-23,,,,,,w=b,CC/CCC,240,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
365,j,,2001-03-23,,,,,,w35a,opp slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
366,j,,2001-03-23,,,,,,wOb,opp slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
367,j,,2001-03-23,,,,,,w=c,opp slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
368,j,,2001-03-23,,,,,,w++a,top s curve,280,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
370,j,,2001-03-23,,,,,,wVc,chute,355,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
371,j,,2001-03-23,,,,,,wAa,sb 4m ^ chute,366,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
373,j,,2001-03-23,,,,,,w<a,Rs opp pine R,408,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
374,j,,2001-03-23,,,,,,wZb,Rs rt 2falls,390,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
375,j,,2001-03-23,,,,,,w||b,left 2 falls,390,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
376,j,,2001-03-23,,,,,,w+b,wall 2m v pool,378,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
377,j,,2001-03-23,,,,,,w>a,oak L rt 3m ^ root xing,163,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
379,j,,2001-03-24,,,,,,w|b,r wall v r wall v juniper xing,85,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
380,j,5-6-(13)-16,2001-03-24,m?,,,,,???,r wall v r wall v juniper xing,85,,,,read toes through binocs; too wary; last caught (according to toes) in 1999!,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
381,j,,2001-03-24,,,,,,w-b,sb half way up wall v juniper xing,100,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
382,j,,2001-03-24,,,,,,w.a,sb @ juniper xing,115,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
383,j,,2001-03-24,,,,,,w..a,sb @ juniper xing,115,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
384,j,,2001-03-24,,,,,,w^c,H3,177,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
385,j,,2001-03-24,,,,,,w+a,sb@slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
386,j,,2001-03-24,,,,,,w8c,sb 3m^slab,265,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
387,j,,2001-03-24,,,,,,wOb,Rs opp and 3m ^slab,265,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
388,j,,2001-03-24,,,,,,w2vc.t,top s curve,280,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
389,j,,2001-03-24,,,,,,w=b,CC/CCC,240,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
390,j,,2001-03-24,,,,,,wXa,R 2m v 1tripleR,301,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
391,j,,2001-03-24,,,,,,w<c,R@talus,324,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
392,j,,2001-03-24,,,,,,wOa,R opp side sb from 2tripleR,335,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
393,j,,2001-03-24,,,,,,w68c.t,Rs lft chute,360,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
394,j,,2001-03-24,,,,,,wWb,wall @ pool,380,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
395,j,,2001-03-24,,,,,,wZb,Rs rt 2falls,390,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
396,j,,2001-03-24,,,,,,wVc3-t,oak R,418,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
397,j,,2001-03-24,,,,,,wVc3-t,oak R,418,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
398,j,,2001-03-24,,,,,,w<a,Rs opp oakR,418,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
399,j,,2001-03-24,,,,,,w<b,Rs lft 2m^pool,382,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
400,j,,2001-03-24,,,,,,wEa,Rs lft 5m v pool,375,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
401,j,,2001-03-24,,,,,,w||a,sb 1m ^stump^chute,365,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
402,j,,2001-03-24,,,,,,wAa,top chute,362,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
403,j,,2001-03-24,m,,,,,?juv ,Rpile 3m^base bent juniper,338,,,,too wary,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
404,j,,2001-03-24,,,,,,w<c,R@talus,324,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
405,j,,2001-03-24,,,,,,w2vc.t,top s curve,280,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
406,j,,2001-03-24,,,,,,w>c,2m ^ slab,264,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
407,j,,2001-03-24,,,,,,wOb,opp slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
408,j,,2001-03-24,,,,,,w=b,CC/CCC,240,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
409,j,,2001-03-24,,,,,,w^c,H3,177,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
411,j,,2001-03-24,,,,,,w.a,sb 4m ^ lizardR,137,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
413,j,,2001-03-24,,,,,,w|b,r wall v r wall v juniper xing,85,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
428,j,,2001-07-11,,,,,,wVc triple bar t,R @ pool,380,,,,could not catch; not shed since last capture,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
434,j,,2001-07-11,,,,,,wWb,2falls,390,,,,need to catch,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
435,j,,2001-07-11,,,,,,?,pool,380,,,,photos; toe-clipped - dead for a while,2001.0,,autotomized,collected,,True,False,False,True,False,False,False,False,False,False,False,True,,
439,j,,2001-07-11,,,,,,?,bottom Rwall v juniper xing,113,,,,need to catch,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
440,j,,2001-07-11,,,,,,?,2m v bottom Rwall v juniper xing,111,,,,need to catch,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
441,j,,2001-07-11,f,,,,,?,10m v wall v cave trail,103,,,,nan,2001.0,,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,True,,
444,j,,2001-07-12,,,,,,y^|a,sb 2m v juniper xing,113,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
445,j,,2001-07-12,,,,,,yblotch,juniper xing,115,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
450,j,,2001-07-12,,,,,,w5a,slab,262,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
451,j,,2001-07-12,,,,,,w17a,L opp wall @ 343,343,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
452,j,,2001-07-12,,,,,,w11a,chute,359,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
455,j,,2001-07-12,,,,,,w13a,Rs opp pine R,408,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
461,j,,2001-07-13,,,,,,y^|a,sb 3m v juniper xing,112,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
462,j,,2001-07-13,,,,,,yblotch,sb @ juniper xing,115,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
464,j,,2001-07-13,,,,,,w8a,3m v chute,352,,,,shedding,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
465,j,,2001-07-13,,,,,,w11a,chute,359,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
468,j,,2001-07-13,,,,,,w12a,pool wall,380,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
469,j,,2001-07-13,,,,,,w14a,T opp pine R,408,,,,nan,2001.0,,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,True,,
470,j,,2001-07-14,,,,,,r31a,2m ^ 1falls,20,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
471,j,,2001-07-14,,,,,,r21a,cave trail on L,45,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
473,j,,2001-07-14,,,,,,yblotch,juniper xing,115,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
474,j,,2001-07-14,,,,,,y^|a,3m v juniper xing,112,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
475,j,,2001-07-14,,,,,,r30a,sb 5m ^ juniper xing,120,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
476,j,,2001-07-14,,,,,,r24a,sb 5m v H3,172,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
477,j,,2001-07-14,,,,,,w4a|c,5m v H5 on wall,197,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
479,j,,2001-07-14,,,,,,r28a,sb @ S-curve,280,,,,nan,2001.0,,autotomized,sighting,sighting,True,False,False,True,False,False,False,False,False,False,False,True,,
