,autotomized,date,drop_morphometrics,drop_species,forceFemale,forceMale,forceNew,forceRecap,forceSighting,location,mass,meters,misc,new.recap,new.recap_orig,paint.mark,painted,review_new.recap,review_painted,review_rtl,review_sex,review_species,rtl,rtl_orig,sex,sighting,species,svl,tl,toes,vial,year
2120,TRUE,2002-07-05T00:00:00Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,in oaks on trail halfway to site; NOT ON SITE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,sc,NA,NA,NA,NA,2002
2121,TRUE,2002-07-08T00:00:00Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,halfway up to site,NA,NA,NA,NA,sighting,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,sc,NA,NA,NA,NA,2002
2122,TRUE,2002-03-13T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs v wall v juniper xing,NA,NA,NA,NA,sighting,w68a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,m,sighting,j,NA,NA,NA,NA,2002
2123,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 2m v juniper xing,NA,NA,NA,NA,sighting,y10a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2124,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 3m ^ H3,NA,NA,NA,NA,sighting,y34a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2125,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 6m v juniper xing,NA,NA,NA,NA,sighting,y. on ventrum,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2126,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v cave trail,NA,NA,NA,NA,sighting,y38a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2127,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v wall v juniper xing,NA,NA,NA,NA,sighting,w68a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2128,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v wall v juniper xing,NA,NA,NA,NA,sighting,r1a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2129,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb at slab,NA,NA,NA,NA,sighting,y10a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2130,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb opp slab,NA,NA,NA,NA,sighting,y9a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2131,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs opp pineR,NA,NA,NA,NA,sighting,y20a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2132,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs opp pineR,NA,NA,probably w13a!!!,NA,sighting,w43a?,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,m,sighting,j,NA,NA,NA,NA,2002
2133,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs rt 2 falls,NA,NA,NA,NA,sighting,y21a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2134,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs rt 2 falls,NA,NA,NA,NA,sighting,y24a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2135,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 2m v 2 tripleR,NA,NA,NA,NA,sighting,y14a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2136,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb Rs 5m ^ oakR,NA,NA,NA,NA,sighting,y22a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2137,TRUE,2002-03-15T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs left 2falls,NA,NA,NA,NA,sighting,?,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,f,sighting,j,NA,NA,NA,NA,2002
2138,TRUE,2002-03-16T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R rt side at pool,NA,NA,NA,NA,sighting,y45a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2139,TRUE,2002-03-16T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs rt 2 falls,NA,NA,NA,NA,sighting,y54a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2140,TRUE,2002-03-16T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rt sb 2m v slab,NA,NA,NA,NA,sighting,y10a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2141,TRUE,2002-03-16T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 3m ^ H3,NA,NA,NA,NA,sighting,y34a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2142,TRUE,2002-03-16T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 8m v juniper xing,NA,NA,NA,NA,sighting,y. on ventrum,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2143,TRUE,2002-03-16T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v wall v juniper xing,NA,NA,NA,NA,sighting,r1a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2144,TRUE,2002-03-16T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs high up wall rt side at 1tripleR,NA,NA,NA,NA,sighting,y13a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2145,TRUE,2002-03-16T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v cave trail,NA,NA,NA,NA,sighting,y38a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2146,TRUE,2002-03-16T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v wall v juniper xing,NA,NA,NA,NA,sighting,w68a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2147,TRUE,2002-03-16T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v wall v juniper xing,NA,NA,NA,NA,sighting,y35a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2148,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 3m v 2tripleR,NA,NA,NA,NA,sighting,y14a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2149,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 3m v juniper xing,NA,NA,NA,NA,sighting,y40a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2150,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 5m ^ slab,NA,NA,NA,NA,sighting,y43a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2151,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall at H4b,NA,NA,NA,NA,sighting,y7a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2152,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v wall v juniper xing,NA,NA,NA,NA,sighting,r2a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2153,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs opp pineR,NA,NA,NA,NA,sighting,y20a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2154,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs rt 2 falls,NA,NA,NA,NA,sighting,y21a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2155,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs rt 2 falls,NA,NA,NA,NA,sighting,y54a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2156,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 10m v top of site,NA,NA,NA,NA,sighting,y59a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2157,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,upper wall v cave trail,NA,NA,NA,NA,sighting,y38a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2158,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v wall v juniper xing,NA,NA,NA,NA,sighting,w68a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2159,TRUE,2002-03-17T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v wall v juniper xing,NA,NA,NA,NA,sighting,y35a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2160,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs rt sb 5m c crystal R (at H3),NA,NA,NA,NA,sighting,y4a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2161,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rt wall 5m ^ crystal R,NA,NA,NA,NA,sighting,y34a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2162,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 2m v CC/CCC,NA,NA,NA,NA,sighting,y58a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2163,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 3m v slab,NA,NA,NA,NA,sighting,y43a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2164,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 7m ^ crystal R,NA,NA,NA,NA,sighting,y8a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2165,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall 1m v H5,NA,NA,NA,NA,sighting,y7a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2166,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall at crystal R (at H3),NA,NA,NA,NA,sighting,y33a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2167,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall at end of CCC (20 up from CC),NA,NA,NA,NA,sighting,y52a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2168,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall under H4a,NA,NA,NA,NA,sighting,y?,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,f?,sighting,j,NA,NA,NA,NA,2002
2169,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v wall v juniper xing,NA,NA,NA,NA,sighting,w68a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2170,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall v wall v juniper xing,NA,NA,NA,NA,sighting,r1a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2171,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs opp pineR,NA,NA,NA,NA,sighting,y56a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2172,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 13m ^ oakR,NA,NA,NA,NA,sighting,y60a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2173,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 3m v 2tripleR,NA,NA,NA,NA,sighting,y19a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2174,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 5m ^ oak R,NA,NA,NA,NA,sighting,y22a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2175,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,up wall rt from 1tripleR,NA,NA,NA,NA,sighting,y66a(b,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2176,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,up wall rt from 1tripleR,NA,NA,probably y65a,NA,sighting,y?,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2177,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs @ 2falls,NA,NA,NA,NA,sighting,y61a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2178,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs @ 2falls,NA,NA,NA,NA,sighting,y54a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2179,TRUE,2002-03-18T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs opp pineR,NA,NA,NA,NA,sighting,y68a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2180,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs @ CC/CCC,NA,NA,NA,NA,sighting,y32a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2181,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall @ end CCC,NA,NA,NA,NA,sighting,y52a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2182,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall @ H3,NA,NA,NA,NA,sighting,y33a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2183,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall @ H4a,NA,NA,NA,NA,sighting,y6a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2184,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R in sb 2m ^ 1tripleR,NA,NA,NA,NA,sighting,y14a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2185,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs rt 2 falls,NA,NA,NA,NA,sighting,y54a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2186,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs rt 2 falls,NA,NA,NA,NA,sighting,y21a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2187,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,up rt wall @ pool,NA,NA,~25mm original T; rest regrown,NA,sighting,???,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,m,sighting,j,NA,NA,NA,NA,2002
2188,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs in sb opp slab,NA,NA,NA,NA,sighting,y30a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2189,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs rt 15m v top adjacent to Rwall,NA,NA,NA,NA,sighting,y60a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2190,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rwall btwn pool and 2falls,NA,NA,originally sighted as y9a,NA,sighting,y19a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2191,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 4m up opp slab,NA,NA,NA,NA,sighting,y43a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2192,TRUE,2002-03-19T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 5m ^ oak R,NA,NA,NA,NA,sighting,y22a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2193,TRUE,2002-03-20T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R below H5 (adj to sb),NA,NA,NA,NA,sighting,y6a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2194,TRUE,2002-03-20T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb at H2,NA,NA,NA,NA,sighting,y34a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2195,TRUE,2002-03-20T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rs rt 2 falls,NA,NA,NA,NA,sighting,y21a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2196,TRUE,2002-03-20T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 2m ^ slab,NA,NA,NA,NA,sighting,y9s,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2197,TRUE,2002-03-20T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 2m ^ slab,NA,NA,NA,NA,sighting,y10a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2198,TRUE,2002-03-20T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 3m v Scurve,NA,NA,NA,NA,sighting,y57a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2199,TRUE,2002-03-20T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb 6m ^ slab,NA,NA,NA,NA,sighting,y43a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2200,TRUE,2002-03-20T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sb at 435,NA,NA,NA,NA,sighting,y22a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2201,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4m v cave trail left side,NA,NA,NA,NA,sighting,y17b,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2202,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bottom R v wall v juniper xing,NA,NA,NA,NA,sighting,y35a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2203,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bottom R v wall v juniper xing,NA,NA,NA,NA,sighting,68a (old),NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2204,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bottom R v wall v juniper xing,NA,NA,NA,NA,sighting,2a (old),NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2205,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R wall left side,NA,NA,NA,NA,sighting,y47a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2206,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R wall left side,NA,NA,NA,NA,sighting,y72a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2207,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2m ^ Crystal R in sb,NA,NA,NA,NA,sighting,y33a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2208,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2m ^ Crystal R in sb,NA,NA,NA,NA,sighting,y71a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2209,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6m ^ Crystal R in sb,NA,NA,NA,NA,sighting,y6a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2210,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6m ^ Crystal R in sb on right sid,NA,NA,NA,NA,sighting,y34a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2211,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4m ^ CC from CC/CCC,NA,NA,NA,NA,sighting,y32a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
2212,TRUE,2002-03-21T00:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,slab v slab,NA,NA,NA,NA,sighting,y53a,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,sighting,j,NA,NA,NA,NA,2002
