,autotomized,date,location,mass,meters,misc,new.recap,paint.mark,painted,rtl,sex,sighting,species,svl,tl,toes,vial,year,tl_svl,mass_svl,age_class,myDrop,dropReason
6939,FALSE,2015-07-20T00:00:00Z,R sb,2.0,156.0,NA,new,w..a,yes,0.0,f,NA,j,40.0,51.0,5-8-13-16,15-09,2015,1.275,0.05,juvenile,,
6940,FALSE,2015-07-20T00:00:00Z,L at cc/ccc,2.4,239.0,NA,new,w||t,yes,0.0,f,NA,j,43.0,61.0,5-8-13-19,15-29,2015,1.4186046511627908,0.05581395348837209,juvenile,,
6941,TRUE,2015-07-20T00:00:00Z,sb,2.4,240.0,NA,new,w..b,yes,15.0,m,NA,j,43.0,31.0,5-8-13-17,15-63,2015,0.7209302325581395,0.05581395348837209,juvenile,,
6942,TRUE,2015-07-20T00:00:00Z,sb,2.1,277.0,NA,new,w..c,yes,0.0,m,NA,j,40.0,49.0,5-8-13-20,15-81,2015,1.225,0.052500000000000005,juvenile,,
6943,FALSE,2015-07-20T00:00:00Z,sb,3.0,305.0,"Tshedding, Bss; am unsure of paint mark",new,w:a,yes,0.0,m,NA,j,45.0,60.0,5-8-14-16,15-82,2015,1.3333333333333333,0.06666666666666667,juvenile,,
6944,FALSE,2015-07-20T00:00:00Z,R sb,2.3,336.0,NA,new,w:b,yes,0.0,f,NA,j,42.0,60.0,5-8-14-17,15-86,2015,1.4285714285714286,0.054761904761904755,juvenile,,
6945,FALSE,2015-07-20T00:00:00Z,sb,3.2,380.0,NA,new,w^a,yes,0.0,m,NA,j,47.0,62.0,5-8-15-17,15-17,2015,1.3191489361702127,0.06808510638297872,juvenile,,
6946,FALSE,2015-07-20T00:00:00Z,R 1m ^ 2falls,2.6,396.0,"B shedding, T shed",new,w^b,yes,0.0,m,NA,j,44.0,59.0,5-8-15-18,15-78,2015,1.3409090909090908,0.05909090909090909,juvenile,,
6947,FALSE,2015-07-20T00:00:00Z,R lft sb base pyramidR,2.8,405.0,NA,new,w=b,yes,0.0,f,NA,j,44.0,58.0,5-8-14-20,15-87,2015,1.3181818181818181,0.06363636363636363,juvenile,,
6948,FALSE,2015-07-20T00:00:00Z,sb 3m ^ pineR,3.4,413.0,scar lower dorsum just above pelvis,new,w^c,yes,0.0,m,NA,j,47.0,62.0,5-8-15-19,15-88,2015,1.3191489361702127,0.07234042553191489,juvenile,,
6949,FALSE,2015-07-20T00:00:00Z,sb opp pineR,3.0,415.0,"T rec shed, Bss",new,wvb,yes,0.0,m,NA,j,45.0,60.0,5-9-11-16,15-89,2015,1.3333333333333333,0.06666666666666667,juvenile,,
6950,FALSE,2015-07-20T00:00:00Z,L sb 5m ^ 1oakR,3.3,425.0,NA,new,wva,yes,0.0,f,NA,j,47.0,63.0,5-8-15-20,15-97,2015,1.3404255319148937,0.0702127659574468,juvenile,,
6951,FALSE,2015-07-21T00:00:00Z,left sb,2.8,19.0,"Bss, T rec shed",new,wvc.t,yes,0.0,f,NA,j,41.0,58.0,5-9-11-17,15-91,2015,1.4146341463414633,0.06829268292682926,juvenile,,
6952,FALSE,2015-07-21T00:00:00Z,sb,2.6,30.0,NA,new,w+a,yes,0.0,m,NA,j,45.0,57.0,5-9-11-18,15-92,2015,1.2666666666666666,0.05777777777777778,juvenile,,
6953,FALSE,2015-07-21T00:00:00Z,L sb,1.8,100.0,Bss,new,w+b,yes,0.0,f,NA,j,38.0,52.0,5-9-11-19,15-94,2015,1.368421052631579,0.04736842105263158,juvenile,,
6954,TRUE,2015-07-21T00:00:00Z,top chute,24.0,369.0,NA,new,wxxa,yes,0.0,m,NA,j,90.0,105.0,5-9-12-17,15-90,2015,1.1666666666666667,0.26666666666666666,adult,,
6955,FALSE,2015-07-21T00:00:00Z,mid stacked wall,3.8,76.0,blue badge,new,w51c,yes,0.0,m,NA,v,49.0,64.0,3-6-12-19,15-93,2015,1.3061224489795917,0.07755102040816327,adult,,
6956,FALSE,2015-07-22T00:00:00Z,Rs sb,2.3,143.0,"Bss, T rec shed",new,wxb,yes,0.0,f,NA,j,42.0,60.0,5-9-12-18,15-98; 15-99 (poop),2015,1.4285714285714286,0.054761904761904755,juvenile,,
6957,FALSE,2015-07-22T00:00:00Z,pancakeR,3.6,212.0,NA,new,wxc,yes,0.0,m,NA,j,48.0,64.0,5-9-12-19,15-76,2015,1.3333333333333333,0.075,juvenile,,
6958,TRUE,2015-07-23T00:00:00Z,sb top island,2.4,150.0,T shed; BSS,new,w>a,yes,0.0,f,NA,j,44.0,15.0,5-9-13-14-15,15-07,2015,0.3409090909090909,0.05454545454545454,juvenile,,
6959,FALSE,2015-07-23T00:00:00Z,sb,1.8,455.0,"toes 13.14.15 wounded; bone, tendon and claw present (somewhat) but no muscle, no scales remaining on tips ",new,w>b,yes,0.0,m,NA,j,39.0,44.0,5-9-12-20,15-101,2015,1.1282051282051282,0.046153846153846156,juvenile,,
6960,TRUE,2015-07-20T00:00:00Z,top chute,3.0,368.0,NA,n,w=a.t,yes,1.0,m,NA,j,45.0,41.0,5-8-14-19,15-11,2015,0.9111111111111111,0.06666666666666667,juvenile,,
6961,TRUE,2015-07-13T00:00:00Z,NA,3.5,,toes 13 & 14 appear natural loss; no new toes cut; no tissue,new?,w30c,yes,15.0,m,NA,v,47.0,38.0,13-14,NA,2015,0.8085106382978723,0.07446808510638298,adult,,
6962,TRUE,2015-07-06T00:00:00Z,L 5m^ bottom site,16.6,-35.0,o29c; still visible,recap,w1a,yes,33.0,f,NA,j,79.0,71.0,5-11-16,NA,2015,0.8987341772151899,0.21012658227848102,adult,,
6963,FALSE,2015-07-06T00:00:00Z,bottom bowl L^1m,13.0,-8.0,BSS; TSS,recap,w4a,yes,0.0,f,NA,j,74.0,103.0,5-6-14,NA,2015,1.3918918918918919,0.17567567567567569,adult,,
6964,TRUE,2015-07-06T00:00:00Z,3 m R base of juniper 1 falls,17.5,0.0,NA,recap,w5a,yes,0.0,m,NA,j,82.0,91.0,5-11-16,NA,2015,1.1097560975609757,0.21341463414634146,adult,,
6965,TRUE,2015-07-06T00:00:00Z,H3,18.0,180.0,displaying to w19a; marked w46c instead of w46a by mistake,recap,w12,yes,0.0,f,NA,j,82.0,90.0,5-15-20,NA,2015,1.0975609756097562,0.21951219512195122,adult,,
6966,FALSE,2015-07-06T00:00:00Z,H4,13.3,190.0,NA,recap,w19a,yes,0.0,f,NA,j,79.0,106.0,5-15-19,NA,2015,1.3417721518987342,0.16835443037974684,adult,,
6967,FALSE,2015-07-06T00:00:00Z,slab at s curve,10.3,272.0,"Trec ched, Bss/shedding",recap,w17a,yes,0.0,f,NA,j,70.0,90.0,5-7-14-18,NA,2015,1.2857142857142858,0.14714285714285716,adult,,
6968,TRUE,2015-07-06T00:00:00Z,mid chute,9.7,365.0,wound lower left jaw,recap,w16a,yes,38.0,f,NA,j,66.0,54.0,5-7-14-17,NA,2015,0.8181818181818182,0.14696969696969697,adult,,
6970,TRUE,2015-07-07T00:00:00Z,R rt sb,14.8,-20.0,Bss; Tss,recap,w22a|t,yes,34.0,f,NA,j,76.0,49.0,7-11-14,NA,2015,0.6447368421052632,0.19473684210526318,adult,,
6971,FALSE,2015-07-07T00:00:00Z,L at CC/CCC,11.3,239.0,"just shed, loose scales",recap,w26a,yes,0.0,f,NA,j,75.0,97.0,5-6-19,NA,2015,1.2933333333333332,0.15066666666666667,adult,,
6972,FALSE,2015-07-07T00:00:00Z,wall opp 2m ^ pyramid,16.3,382.0,recently shed,recap,w25a,yes,0.0,m,NA,j,78.0,100.0,5-7-15-17,NA,2015,1.2820512820512822,0.20897435897435898,adult,,
6973,TRUE,2015-07-08T00:00:00Z,5m v bottom site,16.5,-35.0,o45c still visible from 2014,recap,w27a,yes,20.0,f,NA,j,80.0,55.0,7-11-16,NA,2015,0.6875,0.20625,adult,,
6975,TRUE,2015-07-08T00:00:00Z,sb 15m ^ 1falls,5.0,15.0,either toe 10 or 11 is natural loss,recap,w9c,yes,32.0,f,NA,v,61.0,48.0,3-6-10-11-19,NA,2015,0.7868852459016393,0.08196721311475409,adult,,
6976,FALSE,2015-07-08T00:00:00Z,top stacked wall,5.9,80.0,B rec shed; H&Tss/shedding; orange paint mark from 2014 still visible but unreadable,recap,w7c,yes,0.0,m,NA,v,56.0,72.0,3-6-12,NA,2015,1.2857142857142858,0.10535714285714286,adult,,
6977,FALSE,2015-07-08T00:00:00Z,rt sb 1st tripleR,6.8,304.0,NA,recap,w6c,yes,0.0,m,NA,v,56.0,79.0,3-6-14,NA,2015,1.4107142857142858,0.12142857142857143,adult,,
6978,FALSE,2015-07-09T00:00:00Z,top wall v wall v juniper xing,5.8,85.0,Bss; Tss,recap,w18c,yes,0.0,m,NA,v,54.0,73.0,10-11-19,NA,2015,1.3518518518518519,0.10740740740740741,adult,,
6979,FALSE,2015-07-09T00:00:00Z,bottom island,6.1,145.0,wound lft scapula,recap,w17c,yes,0.0,m,NA,v,55.0,76.0,3-6-20,NA,2015,1.3818181818181818,0.1109090909090909,adult,,
6980,FALSE,2015-07-09T00:00:00Z,lft Rs 8m ^ 2falls,7.4,403.0,badge-blue surrounded by orange,recap,w16c,yes,0.0,f,NA,v,64.0,73.0,10-12-19,NA,2015,1.140625,0.115625,adult,,
6981,FALSE,2015-07-11T00:00:00Z,right rocks @ cave trail,5.9,50.0,dirt on face and belly; most likely dropped last night,recap,w20c,yes,0.0,f,NA,v,61.0,77.0,10-11-16,NA,2015,1.2622950819672132,0.09672131147540984,adult,,
6982,FALSE,2015-07-11T00:00:00Z,mid scree,6.6,325.0,NA,recap,w23c,NA,0.0,f,NA,v,63.0,78.0,7-13-16,NA,2015,1.2380952380952381,0.10476190476190475,adult,,
6983,FALSE,2015-07-11T00:00:00Z,sb 2m v pine R,6.1,408.0,NA,recap,w24c,yes,0.0,m,NA,v,55.0,73.0,10-12-19,NA,2015,1.3272727272727274,0.1109090909090909,adult,,
6986,TRUE,2015-07-13T00:00:00Z,L sb bottom island,6.5,144.0,light blue badge,recap,w34c,yes,39.0,m,NA,v,56.0,52.0,10-13-19,NA,2015,0.9285714285714286,0.11607142857142858,adult,,
6987,FALSE,2015-07-13T00:00:00Z,sb 5m ^ downed juniper,5.6,225.0,"freckles, blue badge, B rec shed",recap,w27a,yes,0.0,m,NA,v,57.0,81.0,10-12-16,NA,2015,1.4210526315789473,0.09824561403508772,adult,,
6988,FALSE,2015-07-13T00:00:00Z,5m v L at CC/CCC,5.7,234.0,freckles (spots on ventrum),recap,w26a,yes,0.0,f,NA,v,62.0,76.0,4-6-18,NA,2015,1.2258064516129032,0.09193548387096774,adult,,
6989,FALSE,2015-07-13T00:00:00Z,sb top site,7.0,455.0,blue badge w hint of orange,recap,w32c,yes,0.0,f,NA,v,64.0,73.0,4-7-18,NA,2015,1.140625,0.109375,adult,,
6990,FALSE,2015-07-14T00:00:00Z,bottom CCC,11.5,245.0,NA,recap,w45a,yes,0.0,f,NA,j,71.0,94.0,5-8-11-19,NA,2015,1.323943661971831,0.1619718309859155,adult,,
6992,TRUE,2015-07-16T00:00:00Z,H3,21.5,180.0,NA,recap,w46c,yes,11.0,m,NA,j,85.0,40.0,5-7-13,NA,2015,0.47058823529411764,0.2529411764705882,adult,,
6995,FALSE,2015-07-19T00:00:00Z,1tripleR,6.8,304.0,"shedding T and lower B; unreadable initially, dirty and mark obscured; caught, painted w .t",recap,w6c.t,yes,0.0,m,NA,v,56.0,78.0,3-6-14,NA,2015,1.3928571428571428,0.12142857142857143,adult,,
6996,TRUE,2015-07-20T00:00:00Z,Lwall sb,15.0,17.0,"should have painted ""w20a""; shed since last capture a couple of weeks ago",recap,w20c by mistake,repainted,25.0,m,NA,j,78.0,96.0,4-7-14-19,NA,2015,1.2307692307692308,0.19230769230769232,adult,,
6997,FALSE,2015-07-20T00:00:00Z,R bottom CCC,1.6,245.0,NA,recap,w|t,yes,0.0,f,NA,j,36.0,45.0,5-8-13-18,NA,2015,1.25,0.044444444444444446,juvenile,,
6998,FALSE,2015-07-20T00:00:00Z,sb opp 2tripleR,2.3,350.0,"Tss, Bss",recap,w;a???,yes,0.0,m,NA,j,42.0,56.0,5-8-14-18,NA,2015,1.3333333333333333,0.054761904761904755,juvenile,,
6999,FALSE,2015-07-20T00:00:00Z,top chute,2.8,369.0,toe 16 may be natural loss; toes 6&16 have flesh growth around claw and could be mistaken for loss when spotting visually; photos,recap,w=c,yes,0.0,f,NA,j,44.0,60.0,5-8-15-16,NA,2015,1.3636363636363635,0.06363636363636363,juvenile,,
7000,FALSE,2015-07-20T00:00:00Z,sb,5.5,98.0,"Brec shed, T shedding, loose scales; repainted",recap,w18c,repainted,0.0,m,NA,v,55.0,74.0,10-11-19,NA,2015,1.3454545454545455,0.1,adult,,
7001,FALSE,2015-07-20T00:00:00Z,sb,4.0,250.0,"partially shed, Bshed, T not yet",recap,w38c,repainted,0.0,m,NA,v,50.0,68.0,3-6-11-20,NA,2015,1.36,0.08,adult,,
7002,FALSE,2015-07-20T00:00:00Z,2m up pyramidR,5.4,382.0,NA,recap,w50c,yes,0.0,m,NA,v,54.0,73.0,10-13-20,NA,2015,1.3518518518518519,0.1,adult,,
7003,FALSE,2015-07-21T00:00:00Z,top CCC,2.3,245.0,"T rec shed, Bss",recap,w+c,yes,0.0,f,NA,j,42.0,58.0,5-9-11-20,NA,2015,1.380952380952381,0.054761904761904755,juvenile,,
7004,FALSE,2015-07-21T00:00:00Z,sb,2.8,293.0,"Tss, Bss",recap,wxa,yes,0.0,m,NA,j,44.0,61.0,5-9-12-16,NA,2015,1.3863636363636365,0.06363636363636363,juvenile,,
7005,FALSE,2015-07-23T00:00:00Z,R left sb,12.0,-12.0,wound left pelvis; B rec shed; loose scales,recap,wxxc,yes,0.0,f,NA,j,76.0,102.0,5-6-17,NA,2015,1.3421052631578947,0.15789473684210525,adult,,
7006,FALSE,2015-07-23T00:00:00Z,left wall,4.4,20.0,shed since last capture,recap,w19c,repainted,0.0,m,NA,v,49.0,67.0,4-10-15-20,NA,2015,1.3673469387755102,0.08979591836734695,adult,,
7273,FALSE,NA,sb 1m v 2tripleR,3.3,,nuchal pocket filled w mites,new,y.bc,yes,0.0,m,NA,v,48.0,63.0,1-6-11-20,16-62,2016,1.3125,0.06874999999999999,adult,,
7274,FALSE,2016-05-08T00:00:00Z,left Rwall 5m^1falls,9.4,5.0,"was supposed to be 6-14-18 but toe 17 already missing (nat loss), so converted to 1-6-14-17 since I'd already cut 6-14",new,y31c,yes,0.0,m,NA,j,68.0,95.0,1-6-14-17,16-31,2016,1.3970588235294117,0.13823529411764707,adult,,
7275,FALSE,2016-05-11T00:00:00Z,left Rs sb at 5,2.6,5.0,NA,new,y17b,yes,0.0,f,NA,v,44.0,55.0,3-4-14-17,16-37,2016,1.25,0.05909090909090909,juvenile,,
7276,FALSE,2016-05-05T00:00:00Z,10m^1falls Rs rt sb,,10.0,"rec shed; NOTE possible mix w 04, 05, 06 vials",new,y4b,yes,0.0,m,NA,v,46.0,58.0,3-6-12-20,16-05,2016,1.2608695652173914,,adult,,
7277,TRUE,2016-05-07T00:00:00Z,R sb,4.2,430.0,"13,14 natural loss; 17 is a mistake; blue badge(w just a hint of orange posteriorally)",new,y8b,yes,22.0,m,NA,v,50.0,47.0,3-6-13-14-17,16-19,2016,0.94,0.084,adult,,
7278,FALSE,2016-05-06T00:00:00Z,T opp bottom curved R wall,3.2,35.0,NA,new,y5b,yes,0.0,f,NA,v,47.0,60.0,3-6-13-16,16-07,2016,1.2765957446808511,0.06808510638297872,adult,,
7279,FALSE,2016-05-06T00:00:00Z,bottom chute,2.2,358.0,NA,new,y6b,yes,0.0,m,NA,v,42.0,52.0,3-6-13-17,16-12,2016,1.2380952380952381,0.05238095238095238,juvenile,,
7280,TRUE,2016-05-08T00:00:00Z,sb 5m ^ oakR,4.3,425.0,NA,new,y10b,yes,5.0,f,NA,v,53.0,54.0,3-6-13-19,16-24,2016,1.0188679245283019,0.08113207547169811,adult,,
7281,FALSE,2016-05-09T00:00:00Z,sb 4m ^ pancakeR,2.4,216.0,"post. Half T shedding; lost one of the cut toes (#6, I think)",new,y13b,yes,0.0,m,NA,v,44.0,53.0,3-6-13-20,16-27,2016,1.2045454545454546,0.05454545454545454,juvenile,,
7282,TRUE,2016-05-10T00:00:00Z,Rs left sb,4.3,55.0,faint blue badge,new,y15b,yes,8.0,f,NA,v,53.0,47.0,3-6-14-16,16-35,2016,0.8867924528301887,0.08113207547169811,adult,,
7283,FALSE,2016-05-13T00:00:00Z,T left Rwall 5m ^ lizardR,4.1,,NA,new,y27b,yes,0.0,f,NA,v,52.0,65.0,3-6-14-18,16-44,2016,1.25,0.07884615384615384,adult,,
7284,FALSE,2016-05-13T00:00:00Z,sb 3m v 2oakR,3.8,,NA,new,y29b,yes,0.0,m,NA,v,49.0,66.0,3-6-14-19,16-45,2016,1.346938775510204,0.07755102040816327,adult,,
7285,FALSE,2016-05-13T00:00:00Z,mid left stacked Rwall ^ cave trail,4.4,,dropped (lost) toe 20,new,y30b,yes,0.0,m,NA,v,53.0,71.0,3-6-14-20,16-48,2016,1.3396226415094339,0.08301886792452831,adult,,
7286,FALSE,2016-05-14T00:00:00Z,R sb 8m ^ 1tripleR,3.5,,NA,new,y31b,yes,0.0,f,NA,v,49.0,65.0,3-6-15-16,16-49,2016,1.3265306122448979,0.07142857142857142,adult,,
7287,FALSE,2016-05-14T00:00:00Z,left Rs opp oakR,28.0,,NA,new,y32b,yes,0.0,m,NA,v,45.0,57.0,3-6-15-17,16-50,2016,1.2666666666666666,0.6222222222222222,adult,True,svl;mass
7289,TRUE,2016-05-18T00:00:00Z,opp bottom curved wall in sb,2.3,,NA,new,y34b,yes,0.0,m,NA,v,42.0,24.0,3-6-15-19,16-54,2016,0.5714285714285714,0.054761904761904755,juvenile,,
7290,FALSE,2016-05-20T00:00:00Z,sb 1m v top,5.4,,photos of him displaying,new,y37b,yes,0.0,m,NA,v,54.0,72.0,3-6-15-20,16-56,2016,1.3333333333333333,0.1,adult,,
7291,FALSE,2016-05-07T00:00:00Z,left wall top Scurve,5.1,285.0,blue badge w hint orange,new,y9b,yes,0.0,m,NA,v,53.0,70.0,4-7-12,16-21,2016,1.320754716981132,0.09622641509433962,adult,,
7292,FALSE,2016-05-05T00:00:00Z,4m v pool on rt R wall,11.0,384.0,gravid,new,y4c,yes,0.0,f,NA,j,68.0,84.0,5-9-19,16-02,2016,1.2352941176470589,0.16176470588235295,adult,,
7293,FALSE,2016-05-05T00:00:00Z,2falls-back side of R on top,9.4,396.0,squeeked when caught,new,y7c,yes,0.0,f,NA,j,63.0,83.0,5-9-20,16-03,2016,1.3174603174603174,0.1492063492063492,adult,,
7294,TRUE,2016-05-05T00:00:00Z,opp pineR,11.5,410.0,"B rec shed; three areas not yet shed (old wounds?); NOTE: possible mix w 04, 05, 06 vials",new,y8c,yes,13.0,m,NA,j,73.0,75.0,6-11-17,16-04,2016,1.0273972602739727,0.15753424657534246,adult,,
7295,FALSE,2016-05-05T00:00:00Z,Rtrwall 4m^Tat bottom site,7.0,-16.0," NOTE possible mix w 04, 05, 06 vials",new,y9c,yes,0.0,m,NA,j,64.0,89.0,6-11-18,16-06,2016,1.390625,0.109375,adult,,
7296,FALSE,2016-05-06T00:00:00Z,2m v bottom R wall,8.4,81.0,NA,new,y11c,yes,0.0,f,NA,j,63.0,85.0,6-11-19,16-08,2016,1.3492063492063493,0.13333333333333333,adult,,
7297,FALSE,2016-05-06T00:00:00Z,4m v Rwall; stacked R wall,8.0,79.0,T rec shed,new,y12c,yes,0.0,m,NA,j,64.0,90.0,6-11-20,16-09,2016,1.40625,0.125,adult,,
7298,FALSE,2016-05-06T00:00:00Z,H3,16.0,180.0,NA,new,y14c,yes,0.0,m,NA,j,84.0,120.0,6-12-19,16-10,2016,1.4285714285714286,0.19047619047619047,adult,,
7299,FALSE,2016-05-06T00:00:00Z,opp 2tripleR,7.4,340.0,NA,new,y17c,yes,0.0,f,NA,j,61.0,77.0,6-12-20,16-11,2016,1.2622950819672132,0.12131147540983607,adult,,
7300,FALSE,2016-05-06T00:00:00Z,left side Rs just above and opp oakR,14.3,421.0,NA,new,y20c,yes,0.0,m,NA,j,77.0,103.0,6-13-16,16-13,2016,1.3376623376623376,0.18571428571428572,adult,,
7301,FALSE,2016-05-07T00:00:00Z,leftRwall,11.0,19.0,Tss,new,y21c,yes,0.0,m,NA,j,71.0,100.0,6-13-17,16-14,2016,1.408450704225352,0.15492957746478872,adult,,
7302,FALSE,2016-05-07T00:00:00Z,R sb juniper xing,17.2,113.0,?BTss; looks pre-ss; circular old wound lower rt dorsum,new,y22c,yes,0.0,m,NA,j,82.0,108.0,6-13-18,16-15,2016,1.3170731707317074,0.2097560975609756,adult,,
7303,FALSE,2016-05-07T00:00:00Z,R at H3,13.0,180.0,couple loose scales lower left dorsum but otherwise not shedding; gravid,new,y23c,yes,0.0,f,NA,j,70.0,93.0,6-13-19,16-16,2016,1.3285714285714285,0.18571428571428572,adult,,
7304,TRUE,2016-05-07T00:00:00Z,R 2m up left side,18.3,253.0,"dorsum photo; long stretch of something green-yellowish, some on ventrum also; looks like catepilar goo",new,y26c,yes,11.0,m,NA,j,83.0,26.0,6-13-20,16-17,2016,0.3132530120481928,0.22048192771084338,adult,,
7305,TRUE,2016-05-07T00:00:00Z,pool,9.0,388.0,yellow blotch toward tip of tail,new,y28c,yes,0.0,f,NA,j,65.0,68.0,6-14-16,16-18,2016,1.0461538461538462,0.13846153846153847,adult,,
7306,FALSE,2016-05-07T00:00:00Z,5m left wall v pool,19.3,383.0,NA,new,y30c,yes,0.0,f,NA,j,80.0,95.0,6-14-17,16-20,2016,1.1875,0.24125000000000002,adult,,
7307,FALSE,2016-05-08T00:00:00Z,top curved Rwall on left,8.3,39.0,NA,new,y32c,yes,0.0,f,NA,j,63.0,86.0,6-14-18,16-32,2016,1.3650793650793651,0.13174603174603175,adult,,
7308,FALSE,2016-05-08T00:00:00Z,R sb rt side 2m v 2tripleR,8.6,338.0,T rec shed,new,y35c.t,yes,0.0,m,NA,j,65.0,90.0,6-14-19,16-22,2016,1.3846153846153846,0.1323076923076923,adult,,
7309,FALSE,2016-05-08T00:00:00Z,sb 3m v bottom chute,7.2,355.0,NA,new,y36c,yes,0.0,f,NA,j,61.0,81.0,6-14-20,16-23,2016,1.3278688524590163,0.1180327868852459,adult,,
7310,FALSE,2016-05-08T00:00:00Z,pineR,9.1,410.0,rec shed,new,y37c,yes,0.0,m,NA,j,69.0,90.0,6-15-16,16-25,2016,1.3043478260869565,0.1318840579710145,adult,,
7311,FALSE,2016-05-09T00:00:00Z,left Rpile at 361,16.0,361.0,"lots of ""wounded"" scales on dorsum; BT pre-ss",new,y38c,yes,0.0,m,NA,j,85.0,119.0,6-15-17,16-29,2016,1.4,0.18823529411764706,adult,,
7312,TRUE,2016-05-09T00:00:00Z,pool Rs,10.6,388.0,NA,new,y39c,yes,12.0,f,NA,j,65.0,51.0,6-15-18,16-30,2016,0.7846153846153846,0.16307692307692306,adult,,
7313,FALSE,2016-05-09T00:00:00Z,pool,11.7,388.0,NA,new,y40c,yes,0.0,f,NA,j,70.0,90.0,6-15-20,16-33,2016,1.2857142857142858,0.16714285714285712,adult,,
7318,FALSE,2016-05-09T00:00:00Z,mid-chute,8.4,365.0,NA,new,y41c,yes,0.0,f,NA,j,64.0,81.0,7-11-19,16-34,2016,1.265625,0.13125,adult,,
7319,TRUE,2016-05-10T00:00:00Z,Rs sb at juniper xing,6.5,,NA,new,y43c,yes,29.0,f,NA,j,59.0,61.0,7-13-17,16-36,2016,1.0338983050847457,0.11016949152542373,adult,,
7320,FALSE,2016-05-11T00:00:00Z,rt side sb 3m ^ top chute,18.7,,NA,new,y46c,yes,0.0,f,NA,j,80.0,102.0,7-13-18,16-39,2016,1.275,0.23374999999999999,adult,,
7321,TRUE,2016-05-11T00:00:00Z,Rwall opp pyramid R,8.0,,NA,new,y45c,yes,22.0,m,NA,j,65.0,70.0,7-13-19,16-38,2016,1.0769230769230769,0.12307692307692308,adult,,
7322,FALSE,2016-05-11T00:00:00Z,sb left R at 1tripleR,10.3,,B pre-ss,new,y47c,yes,0.0,m,NA,j,68.0,97.0,7-13-20,16-40,2016,1.4264705882352942,0.15147058823529413,adult,,
7323,TRUE,2016-05-11T00:00:00Z,Rwall at juniper xing,9.2,,NA,new,y48c,yes,8.0,f,NA,j,65.0,30.0,7-14-16,16-42,2016,0.46153846153846156,0.14153846153846153,adult,,
7324,FALSE,2016-05-13T00:00:00Z,R in sb 5m ^ oakR,7.4,425.0,very skinny (too skinny),new,y51c,yes,0.0,m,NA,j,70.0,94.0,7-14-18,16-46,2016,1.3428571428571427,0.10571428571428572,adult,,
7325,TRUE,2016-05-13T00:00:00Z,left Rwall 3m above 1m v pool,11.3,389.0,NA,new,y52c,yes,0.0,f,NA,j,67.0,73.0,7-14-19,16-47,2016,1.0895522388059702,0.16865671641791047,adult,,
7326,TRUE,2016-05-15T00:00:00Z,sb Rs at bottom island,9.9,,NA,new,y56c,yes,9.0,m,NA,j,71.0,79.0,7-14-20,16-52,2016,1.1126760563380282,0.13943661971830987,adult,,
7327,TRUE,2016-05-18T00:00:00Z,L near bottom site,7.2,,Bss,new,y57c.t,yes,5.0,m,NA,j,63.0,51.0,7-15-16,16-53,2016,0.8095238095238095,0.11428571428571428,adult,,
7328,TRUE,2016-05-23T00:00:00Z,top curved wall,13.0,40.0,"the ""7"" lost tip of tail may not be regrown, or it might be; no certainty with this one",new,y60b.c,yes,7.0,m,NA,j,75.0,102.0,7-15-19,16-59,2016,1.36,0.17333333333333334,adult,,
7329,TRUE,NA,sb,9.5,-45.0,"painted in ""b"" position by mistake; vial may be marked as 16-61",new,y61b,yes,12.0,m,NA,j,69.0,54.0,7-15-20,16-60,2016,0.782608695652174,0.13768115942028986,adult,,
7333,FALSE,2016-05-18T00:00:00Z,sb CC/CCC,4.8,,"note that if no match to 2015, check against 3-6-11-20",recap,y35b,yes,0.0,m,NA,v,53.0,73.0,3-6-11-19,NA,2016,1.3773584905660377,0.09056603773584905,adult,,
7334,FALSE,2016-05-11T00:00:00Z,rt sb 8m ^ L at CC/CCC,5.1,,NA,recap,y19b,yes,0.0,m,NA,v,52.0,73.0,3-6-12-18,NA,2016,1.4038461538461537,0.09807692307692308,adult,,
7335,FALSE,2016-05-11T00:00:00Z,opp bottom juniper Rwall,4.5,,NA,recap,y18b,yes,0.0,m,NA,v,53.0,70.0,3-6-12-19,NA,2016,1.320754716981132,0.08490566037735849,adult,,
7336,FALSE,2016-05-05T00:00:00Z,lft sb 3m ^ 2tripleR,6.7,343.0,faint white spot at base of tail (last yr mark?),recap,y3b,yes,0.0,m,NA,v,56.0,80.0,3-6-14,NA,2016,1.4285714285714286,0.11964285714285715,adult,,
7337,FALSE,2016-05-08T00:00:00Z,sb 2m v ledge (big wall) v talus,4.2,319.0,blue badge,recap,y11b,yes,0.0,m,NA,v,52.0,71.0,4-10-15-17,NA,2016,1.3653846153846154,0.08076923076923077,adult,,
7338,FALSE,2016-05-08T00:00:00Z,Rs sb top rt stacked wall,7.2,80.0,blue badge; pudgy,recap,y12b,yes,0.0,f,NA,v,59.0,74.0,4-10-16,NA,2016,1.2542372881355932,0.12203389830508475,adult,,
7340,TRUE,2016-05-10T00:00:00Z,Rs rt sb 10m ^ 1falls,5.3,,dropped before painted; twtc again,recap,w88c,no,14.0,m,NA,v,55.0,61.0,4-6-14,NA,2016,1.1090909090909091,0.09636363636363636,adult,,
